index,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,hallux,toes,met1,met3,met5,arch,heelL,heelR
752,[156.27511963],[154.34053564],[9.29941113],[34.88311976],[0.00372842],[34.88844608],[0.14990234],[3223.35009766],[1419.72509766],[4089],[4092],[4093],[4091],[4094],[3977],[4090],[4091]
753,[156.83059424],[154.58475293],[9.22758252],[0.05592634],[34.87939134],[34.88631555],[0.14990234],[3491.97509766],[1189.47509766],[4083],[4084],[4095],[4085],[3954],[3968],[4093],[4087]
754,[156.48102832],[154.50813574],[9.28983398],[34.84477027],[0.06072002],[34.87086923],[0.14990234],[3491.97509766],[1189.47509766],[4092],[4089],[4091],[4092],[3927],[3988],[4086],[4085]
755,[156.34694824],[154.37405566],[9.26110254],[34.89164187],[34.90602292],[34.84583553],[0.14990234],[3645.47509766],[1189.47509766],[4085],[4092],[4089],[4086],[3904],[4074],[4088],[4089]
756,[156.67735986],[154.1633584],[9.08871387],[34.89537029],[34.88791344],[34.85915133],[0.14990234],[3645.47509766],[882.47509766],[4090],[4086],[4095],[4088],[3895],[4088],[4095],[4092]
757,[156.72524561],[154.7954502],[9.44306836],[34.81387763],[0.05645897],[34.80215973],[0.14990234],[3645.47509766],[882.47509766],[4093],[4091],[4092],[4091],[3895],[4090],[4092],[4091]
758,[156.60553125],[154.53207861],[9.49574268],[34.83465027],[34.88951134],[34.75315761],[0.14990234],[3568.72509766],[1381.35009766],[4094],[4088],[4092],[4092],[3893],[4087],[4092],[4092]
759,[156.6151084],[153.83773535],[9.0456167],[0.05912213],[34.8469008],[34.82612816],[0.14990234],[3530.35009766],[959.22509766],[4090],[4095],[4089],[4086],[3891],[4094],[4088],[4092]
760,[156.5767998],[154.70446729],[9.30898828],[0.16405058],[34.823465],[34.85382501],[0.14990234],[3376.85009766],[805.72509766],[4084],[4093],[4087],[4089],[3895],[4088],[4093],[4088]
761,[156.66299414],[154.33574707],[9.0456167],[34.83198711],[34.72599339],[34.8218671],[0.14990234],[3376.85009766],[805.72509766],[4087],[4095],[4088],[4085],[3893],[4087],[4087],[4092]
762,[156.48102832],[153.8664668],[9.4717998],[0.08681898],[34.61999966],[34.84263974],[0.14990234],[3415.22509766],[1227.85009766],[4087],[4087],[4091],[4095],[3907],[4092],[4093],[4093]
763,[156.47623975],[153.76111816],[8.78703369],[0.31425274],[34.47192803],[0.04580633],[0.14990234],[3568.72509766],[1189.47509766],[4088],[4085],[4091],[4093],[3942],[4090],[4085],[4088]
764,[156.80665137],[153.32535791],[9.15096533],[0.51931597],[34.47885225],[0.18482322],[0.14990234],[3568.72509766],[1189.47509766],[4088],[4091],[4090],[4092],[3944],[4094],[4090],[4087]
765,[1.62332666],[150.83529932],[9.27067969],[1.27778361],[34.60029229],[0.2615222],[0.14990234],[3184.97509766],[882.47509766],[4086],[4087],[4095],[4085],[3944],[4090],[4086],[4093]
766,[0.63688037],[150.86403076],[10.71204053],[1.90948489],[0.60293916],[0.2498043],[0.14990234],[3415.22509766],[1342.97509766],[4087],[4093],[4091],[4094],[3941],[4089],[4085],[4085]
767,[1.07264063],[151.5440083],[6.92906689],[2.39364717],[1.19149727],[0.26631588],[0.14990234],[3568.72509766],[1381.35009766],[4095],[4093],[4083],[4089],[3941],[4091],[4092],[4091]
768,[155.9830166],[156.40919971],[7.88199316],[1.07485091],[34.85169448],[0.14114742],[0.14990234],[3568.72509766],[1381.35009766],[4093],[4084],[4090],[4093],[3953],[4086],[4094],[4089]
769,[0.27294873],[156.61989697],[8.57154785],[32.78881165],[0.6338318],[0.25939167],[0.14990234],[3722.22509766],[1534.85009766],[4090],[4091],[4092],[4088],[3953],[4087],[4089],[4090]
770,[1.77177246],[155.11149609],[13.49899072],[31.567487],[34.73877655],[0.22743376],[0.14990234],[3530.35009766],[1534.85009766],[4087],[4091],[4087],[4090],[3942],[4090],[4090],[4087]
771,[0.5937832],[154.08674121],[21.26126953],[32.41809993],[34.32332377],[0.13688636],[0.14990234],[3530.35009766],[1534.85009766],[4090],[4088],[4091],[4089],[3947],[4088],[4091],[4092]
772,[0.22985156],[5.57390039],[5.89473486],[1.20428043],[34.85062922],[0.26312009],[0.14990234],[3952.47509766],[1266.22509766],[4088],[4094],[4083],[4087],[3941],[4093],[4092],[4087]
773,[154.5895415],[3.64889355],[10.54444043],[33.42583924],[34.51507121],[34.80908394],[0.14990234],[3722.22509766],[1151.10009766],[4092],[4088],[4094],[4089],[3895],[4088],[4095],[4087]
774,[155.01093604],[0.59857178],[14.13587109],[34.59656387],[0.29081695],[34.55608385],[0.14990234],[3607.10009766],[1342.97509766],[4084],[4092],[4093],[4089],[3900],[4090],[4094],[4088]
775,[156.37567969],[154.7379873],[5.78938623],[34.2887027],[0.46392227],[34.81494289],[0.14990234],[3607.10009766],[1342.97509766],[4090],[4088],[4094],[4079],[3941],[4090],[4094],[4089]
776,[155.90161084],[152.2862373],[8.69126221],[1.40614787],[34.60082492],[34.66101231],[0.14990234],[3530.35009766],[1227.85009766],[4086],[4093],[4086],[4092],[3944],[4087],[4089],[4093]
777,[0.42139453],[154.57996436],[10.00333154],[0.03249054],[0.37870119],[34.81707342],[0.14990234],[2072.10009766],[1074.35009766],[4087],[4086],[4092],[4086],[3885],[4093],[4087],[4090]
778,[0.42139453],[154.57996436],[10.00333154],[0.03249054],[0.37870119],[34.81707342],[0.14990234],[2072.10009766],[1074.35009766],[4088],[3962],[4090],[4092],[3887],[4087],[4089],[4091]
779,[0.45012598],[154.36447852],[10.46303467],[34.8453029],[0.06604634],[34.87459765],[0.14990234],[2263.97509766],[882.47509766],[4089],[3952],[4086],[4088],[3890],[4089],[4087],[4088]
780,[156.45229688],[153.96702686],[8.99294238],[0.14700637],[34.85755343],[34.83038921],[0.14990234],[2263.97509766],[882.47509766],[4091],[3951],[4086],[4095],[3905],[4090],[4089],[4094]
781,[156.59116553],[154.44588428],[9.29462256],[0.1006674],[0.06018739],[34.81867131],[0.14990234],[2801.22509766],[1189.47509766],[4089],[4095],[4084],[4093],[4083],[4086],[3851],[3752]
782,[156.57201123],[154.50813574],[9.32814258],[0.10918951],[0.06072002],[34.80269236],[0.14990234],[2801.22509766],[1189.47509766],[4092],[4094],[4087],[4087],[4095],[4092],[3852],[3756]
783,[156.6151084],[154.35011279],[9.22279395],[0.15339795],[0.09427582],[34.74729866],[0.14990234],[2954.72509766],[959.22509766],[4090],[4093],[4090],[4090],[4089],[4093],[3862],[3778]
784,[156.64862842],[154.49855859],[9.59630273],[0.33129696],[0.26684852],[34.71267759],[0.14990234],[2762.85009766],[1227.85009766],[4092],[4092],[4095],[4092],[4095],[4092],[3877],[3788]
785,[155.98780518],[155.00135889],[8.14057617],[0.18216006],[34.78618078],[34.70894917],[0.14990234],[3069.85009766],[1227.85009766],[4086],[4091],[4087],[4092],[4094],[4083],[3881],[3794]
786,[0.14365723],[154.83854736],[10.89400635],[0.09001477],[34.74357023],[34.84370501],[0.14990234],[3069.85009766],[844.10009766],[4095],[4087],[4092],[4091],[4084],[4084],[3886],[3823]
787,[0.2777373],[154.68531299],[9.51489697],[0.10120004],[0.21891166],[34.85915133],[0.14990234],[2954.72509766],[1419.72509766],[4087],[4088],[4095],[4086],[4091],[4085],[3931],[3929]
788,[156.51933691],[154.15378125],[9.87404004],[34.82666079],[34.87939134],[34.84903132],[0.14990234],[2877.97509766],[959.22509766],[4090],[4094],[4086],[4092],[4090],[4088],[3940],[3991]
789,[155.95428516],[154.94868457],[8.8780166],[0.10120004],[0.0921453],[34.88365239],[0.14990234],[2877.97509766],[959.22509766],[4086],[4087],[4094],[4090],[4027],[3927],[3952],[4076]
790,[0.16281152],[154.30222705],[9.10786816],[34.86607554],[34.85435764],[34.89750082],[0.14990234],[2762.85009766],[1611.60009766],[4090],[4090],[4091],[4093],[3976],[3929],[4084],[4081]
791,[156.46187402],[154.53207861],[9.40954834],[34.88791344],[0.07350318],[34.88311976],[0.14990234],[2686.10009766],[1035.97509766],[4094],[4086],[4091],[4083],[3903],[3925],[4095],[4085]
792,[156.30863965],[154.79066162],[9.24194824],[0.0117179],[34.88684818],[34.87672818],[0.14990234],[2686.10009766],[1035.97509766],[4087],[4084],[4090],[4085],[3885],[3927],[4091],[4087]
793,[156.86890283],[154.5895415],[9.52447412],[34.88631555],[0.02716422],[34.8687387],[0.14990234],[2647.72509766],[1189.47509766],[4095],[4095],[4088],[4095],[3880],[3929],[4087],[4087]
794,[156.35652539],[154.67094727],[9.23715967],[34.85915133],[0.0468716],[34.87459765],[0.14990234],[2647.72509766],[1074.35009766],[4084],[4086],[4087],[4088],[3883],[3927],[4094],[4089]
795,[156.5767998],[154.22560986],[9.41912549],[0.0234358],[0.03781686],[34.88205449],[0.14990234],[2570.97509766],[1151.10009766],[4086],[4089],[4088],[4085],[3883],[3928],[4087],[4087]
796,[156.50018262],[154.61827295],[9.22758252],[0.04633896],[0.01118527],[34.88897871],[0.14990234],[2494.22509766],[1342.97509766],[4089],[4090],[4089],[4087],[3879],[3927],[4090],[4088]
797,[156.57201123],[154.60390723],[9.35687402],[0.00958737],[34.89856608],[34.8921745],[0.14990234],[2494.22509766],[1342.97509766],[4085],[4093],[4095],[4094],[3896],[3931],[4091],[4095]
798,[156.39483398],[154.62306152],[9.09829102],[0.02396843],[0.00905474],[34.89643555],[0.14990234],[2724.47509766],[1266.22509766],[4095],[4095],[4088],[4092],[3848],[3934],[4086],[4091]
799,[156.68693701],[154.46025],[9.48616553],[0.01651158],[34.89430502],[34.90442503],[0.14990234],[2724.47509766],[1266.22509766],[4087],[4089],[4094],[4086],[3824],[3928],[4093],[4091]
800,[156.5959541],[154.60390723],[9.37123975],[0.05060002],[0.03568633],[34.89643555],[0.14990234],[2570.97509766],[1227.85009766],[4094],[4090],[4092],[4090],[3820],[3932],[4090],[4092]
801,[156.52891406],[154.49855859],[9.20842822],[0.01864211],[0.00106526],[34.90282713],[0.14990234],[2877.97509766],[1419.72509766],[4087],[4091],[4089],[4091],[3817],[3935],[4091],[4095]
802,[156.52891406],[154.58475293],[9.28504541],[0.05219791],[0.01384843],[34.89110923],[0.14990234],[2877.97509766],[1419.72509766],[4090],[4085],[4091],[4091],[3824],[3927],[4094],[4084]
803,[156.50018262],[154.59433008],[9.323354],[0.0218379],[34.89430502],[34.9038924],[0.14990234],[2762.85009766],[1227.85009766],[4089],[4088],[4093],[4089],[3834],[3932],[4091],[4092]
804,[156.61031982],[154.53207861],[9.40475977],[0.05486107],[0.0117179],[34.89750082],[0.14990234],[2993.10009766],[1074.35009766],[4093],[4087],[4086],[4086],[3855],[3943],[4079],[4095]
805,[156.41877686],[154.7571416],[9.30898828],[0.0351537],[0.00905474],[34.89963134],[0.14990234],[2993.10009766],[1074.35009766],[4087],[4085],[4090],[4083],[3889],[3937],[4090],[4089]
806,[156.62468555],[154.57517578],[9.39518262],[0.02396843],[34.90335976],[34.89643555],[0.14990234],[3069.85009766],[1419.72509766],[4087],[4091],[4087],[4088],[3901],[3935],[4063],[4089]
807,[0.38308594],[153.59351807],[5.27222021],[0.03089264],[0.3520696],[34.78351762],[0.14990234],[6331.72509766],[2609.35009766],[3965],[4088],[4088],[3866],[3731],[3868],[3756],[3581]
808,[0.38308594],[153.59351807],[5.27222021],[0.03089264],[0.3520696],[34.78351762],[0.14990234],[6331.72509766],[2609.35009766],[3941],[4089],[4085],[3832],[3671],[3727],[3733],[3483]
809,[0.20112012],[154.12026123],[6.75667822],[0.01544632],[1.45781315],[34.83997658],[0.14990234],[6408.47509766],[2494.22509766],[3933],[4089],[4093],[3825],[3670],[3720],[3727],[3410]
810,[154.24476416],[155.42754199],[9.27067969],[34.74729866],[0.08255792],[34.88844608],[0.14990234],[6638.72509766],[2455.85009766],[3928],[4092],[4095],[3812],[3664],[3693],[3722],[3357]
811,[1.07264063],[153.91914111],[10.01290869],[0.2263685],[34.23011321],[0.08149266],[0.14990234],[6638.72509766],[2455.85009766],[3929],[4092],[4089],[3802],[3658],[3689],[3717],[3310]
812,[0.67997754],[156.32779395],[9.68249707],[0.08096003],[0.29401274],[0.1123853],[0.14990234],[6638.72509766],[2532.60009766],[3926],[4090],[3898],[3798],[3648],[3661],[3704],[3296]
813,[156.7827085],[154.24476416],[7.80537598],[34.72439549],[34.89963134],[34.87832607],[0.14990234],[6331.72509766],[2609.35009766],[3926],[4093],[3882],[3796],[3634],[3645],[3651],[3282]
814,[0.56505176],[154.0149126],[9.57235986],[0.11185267],[0.01491369],[34.83891132],[0.14990234],[6600.35009766],[2609.35009766],[3918],[4083],[3877],[3782],[3625],[3633],[3629],[3264]
815,[156.2799082],[155.38444482],[10.33853174],[0.05805686],[0.02716422],[34.86820607],[0.14990234],[6600.35009766],[2609.35009766],[3910],[4092],[3867],[3732],[3616],[3626],[3618],[3251]
816,[0.49801172],[154.37405566],[10.32416602],[34.87779344],[0.09906951],[34.87726081],[0.14990234],[7060.85009766],[2494.22509766],[3912],[4092],[3867],[3712],[3620],[3614],[3609],[3246]
817,[156.48102832],[154.5895415],[8.74393652],[0.08788424],[0.05645897],[34.9022945],[0.14990234],[6600.35009766],[2494.22509766],[3908],[4093],[3791],[3665],[3594],[3607],[3594],[3246]
818,[0.00478857],[154.28307275],[9.14138818],[34.88791344],[34.78138709],[34.89110923],[0.14990234],[6600.35009766],[2494.22509766],[3896],[4091],[3755],[3628],[3586],[3600],[3563],[3240]
819,[156.58158838],[154.51771289],[9.38560547],[0.05326318],[0.11984215],[34.9022945],[0.14990234],[6561.97509766],[2263.97509766],[3886],[4092],[3736],[3598],[3570],[3590],[3558],[3230]
820,[156.83059424],[154.58475293],[8.87322803],[34.87939134],[34.87619554],[34.89110923],[0.14990234],[6523.60009766],[2417.47509766],[3874],[4092],[3710],[3580],[3554],[3571],[3553],[3229]
821,[0.06704004],[154.06758691],[9.88840576],[0.04846949],[34.89270713],[34.90282713],[0.14990234],[6753.85009766],[2340.72509766],[3832],[4085],[3704],[3563],[3520],[3504],[3556],[3234]
822,[156.83059424],[154.65179297],[9.17969678],[0.09640635],[0.04154528],[34.89483766],[0.14990234],[6753.85009766],[2340.72509766],[3816],[4087],[3688],[3512],[3472],[3437],[3559],[3246]
823,[156.82580566],[154.33574707],[8.93069092],[34.86820607],[0.],[0.00426105],[0.14990234],[6561.97509766],[2340.72509766],[3761],[4089],[3668],[3506],[3445],[3368],[3566],[3257]
824,[156.82580566],[154.27349561],[9.11744531],[0.08149266],[0.05912213],[34.89909871],[0.14990234],[6830.60009766],[2455.85009766],[3627],[4086],[3652],[3468],[3420],[3321],[3572],[3282]
825,[156.82580566],[154.67573584],[9.42391406],[0.01917474],[34.87939134],[34.89483766],[0.14990234],[6830.60009766],[2455.85009766],[3573],[4090],[3634],[3446],[3399],[3284],[3591],[3293]
826,[0.2777373],[154.12026123],[9.57235986],[34.88897871],[0.04793686],[34.88684818],[0.14990234],[6715.47509766],[2494.22509766],[3526],[4093],[3619],[3429],[3362],[3272],[3621],[3322]
827,[156.83538281],[154.39799854],[9.12702246],[0.05752423],[34.89750082],[34.88631555],[0.14990234],[6561.97509766],[2647.72509766],[3495],[4089],[3580],[3411],[3326],[3256],[3640],[3397]
828,[156.66299414],[154.56081006],[9.25152539],[34.90122924],[0.01118527],[0.01757685],[0.14990234],[9056.35009766],[5717.72509766],[3872],[4092],[3165],[3311],[3175],[3527],[3431],[3640]
829,[156.77313135],[154.59911865],[9.30898828],[34.88365239],[34.90549029],[0.01917474],[0.14990234],[9056.35009766],[5717.72509766],[3948],[4093],[3275],[3398],[3241],[3533],[3244],[3518]
830,[0.01436572],[154.67573584],[9.35687402],[34.89803345],[0.04261054],[0.01757685],[0.14990234],[9401.72509766],[5525.85009766],[3949],[4088],[3332],[3429],[3267],[3541],[3202],[3497]
831,[156.70130273],[154.78587305],[9.31377686],[0.08788424],[0.02929475],[0.01651158],[0.14990234],[8902.85009766],[5756.10009766],[4083],[4085],[3412],[3467],[3314],[3542],[3160],[3472]
832,[156.74918848],[154.85291309],[8.95942236],[0.13209268],[34.89270713],[34.89803345],[0.14990234],[9209.85009766],[5525.85009766],[4086],[4087],[3488],[3513],[3326],[3555],[3133],[3449]
833,[156.71566846],[154.08674121],[9.12223389],[0.06498108],[0.01012],[0.01438106],[0.14990234],[9209.85009766],[5525.85009766],[4087],[4094],[3615],[3573],[3351],[3600],[3122],[3406]
834,[156.72524561],[154.08674121],[9.24194824],[0.10972214],[0.05805686],[34.89590292],[0.14990234],[9478.47509766],[5756.10009766],[4090],[4092],[3699],[3618],[3379],[3648],[3106],[3365]
835,[156.58637695],[154.0149126],[9.23715967],[0.02716422],[0.02982738],[0.02450106],[0.14990234],[9363.35009766],[5640.97509766],[4091],[4090],[3750],[3653],[3445],[3682],[3096],[3343]
836,[156.76834277],[154.51292432],[9.62024561],[0.05432844],[34.90122924],[0.02609896],[0.14990234],[9363.35009766],[5640.97509766],[4087],[4083],[3780],[3699],[3485],[3697],[3094],[3305]
837,[156.79707422],[154.61827295],[9.03603955],[0.01012],[0.02769685],[0.02396843],[0.14990234],[9631.97509766],[5449.10009766],[4087],[4088],[3840],[3759],[3532],[3725],[3096],[3305]
838,[156.71087988],[154.22082129],[9.38560547],[34.88471765],[34.90602292],[0.00905474],[0.14990234],[9555.22509766],[5832.85009766],[4087],[4086],[3969],[3767],[3612],[3781],[3097],[3299]
839,[156.90242285],[154.35011279],[9.23237109],[0.06764423],[0.00532632],[0.0234358],[0.14990234],[9631.97509766],[5564.22509766],[4092],[4088],[4088],[3789],[3643],[3876],[3104],[3301]
840,[156.7827085],[154.4410957],[9.11265674],[0.0452737],[0.00745684],[0.00692421],[0.14990234],[9631.97509766],[5564.22509766],[4090],[4092],[4095],[3951],[3707],[4089],[3117],[3311]
841,[156.66778271],[154.28307275],[9.41433691],[0.03675159],[0.00852211],[34.89270713],[0.14990234],[9286.60009766],[5640.97509766],[4095],[4093],[4087],[4088],[3749],[4089],[3170],[3338]
842,[156.67257129],[154.28307275],[9.27546826],[0.10812425],[0.02769685],[34.88897871],[0.14990234],[9478.47509766],[5832.85009766],[4087],[4089],[4084],[4085],[3881],[4087],[3187],[3366]
843,[0.00957715],[154.69489014],[8.98336523],[0.0117179],[0.02024001],[0.0468716],[0.14990234],[9478.47509766],[5832.85009766],[4091],[4092],[4087],[4084],[3885],[4092],[3201],[3388]
844,[156.83059424],[154.43630713],[9.31856543],[34.81654079],[34.88951134],[0.137419],[0.14990234],[9286.60009766],[5372.35009766],[4090],[4092],[4086],[4092],[3894],[4090],[3237],[3450]
845,[156.73003418],[154.34532422],[9.323354],[34.8117471],[34.88152186],[0.20133481],[0.14990234],[9133.10009766],[5410.72509766],[4087],[4093],[4091],[4086],[3892],[4090],[3277],[3493]
846,[0.05746289],[154.32138135],[9.28983398],[34.78405025],[34.87779344],[0.2498043],[0.14990234],[9171.47509766],[5832.85009766],[4088],[4089],[4095],[4090],[3900],[4085],[3342],[3593]
847,[156.88326855],[154.37884424],[9.8261543],[34.81227973],[0.02982738],[0.26897904],[0.14990234],[9171.47509766],[5832.85009766],[4089],[4087],[4092],[4088],[3899],[4091],[3445],[3678]
848,[0.16281152],[154.72362158],[9.1749082],[34.76114708],[0.08415582],[0.28122957],[0.14990234],[9747.10009766],[5832.85009766],[4088],[4083],[4091],[4092],[3906],[4090],[3481],[3743]
849,[156.64862842],[155.16895898],[8.99773096],[34.86501028],[0.01651158],[0.24501061],[0.14990234],[9555.22509766],[5449.10009766],[4085],[4092],[4095],[4088],[3909],[4092],[3540],[3839]
850,[156.89763428],[154.943896],[9.19885107],[0.28389273],[34.81654079],[0.16458322],[0.14990234],[9555.22509766],[5449.10009766],[4087],[4093],[4086],[4094],[3896],[4094],[3563],[3851]
851,[0.27294873],[154.04843262],[11.10470361],[0.06018739],[34.81014921],[0.14114742],[0.14990234],[9708.72509766],[5909.60009766],[4089],[4085],[4092],[4090],[3898],[4095],[3618],[3875]
852,[156.52412549],[153.82336963],[8.03522754],[0.12942952],[0.00905474],[0.12357057],[0.14990234],[9478.47509766],[5640.97509766],[4087],[4094],[4088],[4095],[3910],[4095],[3703],[3939]
853,[0.06225146],[153.68450098],[10.73119482],[0.13315794],[0.07563371],[0.07030739],[0.14990234],[9363.35009766],[5640.97509766],[4089],[4090],[4085],[4086],[3921],[4087],[3737],[3953]
854,[156.73961133],[153.98139258],[10.01290869],[0.08575371],[34.78937657],[0.11185267],[0.14990234],[9363.35009766],[5564.22509766],[4087],[4087],[4091],[4088],[3945],[4085],[3740],[3990]
855,[156.73961133],[153.83294678],[10.37205176],[0.2029327],[0.1022653],[0.07510108],[0.14990234],[9209.85009766],[5525.85009766],[4090],[4089],[4091],[4089],[3973],[4091],[3772],[4092]
856,[156.67735986],[154.41236426],[9.20363965],[34.83678079],[0.0234358],[34.87353239],[0.14990234],[8902.85009766],[4796.72509766],[4093],[4088],[4082],[3918],[3664],[4092],[3285],[3509]
857,[156.7635542],[154.39320996],[9.12702246],[34.85009659],[0.00798948],[34.87299975],[0.14990234],[8902.85009766],[4796.72509766],[4087],[4091],[3910],[3828],[3588],[3744],[3282],[3504]
858,[156.77791992],[154.27828418],[9.35687402],[0.00905474],[0.03089264],[34.87459765],[0.14990234],[8902.85009766],[4796.72509766],[4090],[4091],[3781],[3761],[3573],[3730],[3289],[3511]
859,[156.76834277],[154.46982715],[9.11265674],[0.0553937],[0.02237053],[34.88684818],[0.14990234],[8902.85009766],[4796.72509766],[4092],[4087],[3780],[3738],[3562],[3691],[3295],[3509]
860,[156.77791992],[154.63263867],[9.28983398],[0.04633896],[0.01757685],[34.87832607],[0.14990234],[8557.47509766],[4835.10009766],[4090],[4092],[3765],[3721],[3543],[3626],[3323],[3512]
861,[156.72045703],[154.46503857],[9.19885107],[0.00958737],[0.01917474],[34.87672818],[0.14990234],[9056.35009766],[4643.22509766],[4079],[4090],[3750],[3714],[3483],[3566],[3336],[3523]
862,[156.72045703],[154.48419287],[9.33771973],[0.03142527],[0.01864211],[34.87779344],[0.14990234],[9056.35009766],[4643.22509766],[4085],[4088],[3712],[3646],[3446],[3530],[3357],[3525]
863,[156.78749707],[154.38363281],[9.18448535],[0.05432844],[0.02024001],[34.8703366],[0.14990234],[8787.72509766],[4873.47509766],[4095],[4089],[3679],[3604],[3368],[3521],[3372],[3545]
864,[156.67257129],[154.52250146],[9.30419971],[0.06977476],[0.02024001],[34.86660817],[0.14990234],[8979.60009766],[4796.72509766],[4090],[4089],[3660],[3546],[3312],[3504],[3388],[3550]
865,[156.66299414],[154.53686719],[9.41433691],[0.05060002],[0.02290317],[34.87193449],[0.14990234],[8749.35009766],[4451.35009766],[4084],[4020],[3626],[3524],[3300],[3492],[3414],[3576]
866,[156.82580566],[154.50813574],[9.1940625],[0.00958737],[0.01384843],[34.86927133],[0.14990234],[8749.35009766],[4451.35009766],[4091],[3827],[3591],[3487],[3284],[3479],[3432],[3614]
867,[156.73003418],[154.49377002],[9.31377686],[0.02024001],[0.02556632],[34.86554291],[0.14990234],[9056.35009766],[4259.47509766],[3956],[3793],[3544],[3424],[3250],[3463],[3477],[3654]
868,[156.77791992],[154.52250146],[9.27546826],[0.02663159],[0.02077264],[34.87406502],[0.14990234],[8902.85009766],[4374.60009766],[3898],[3739],[3508],[3392],[3245],[3439],[3499],[3662]
869,[156.70609131],[154.42672998],[9.27067969],[0.01970738],[0.02769685],[34.87672818],[0.14990234],[8902.85009766],[4374.60009766],[3884],[3718],[3490],[3373],[3205],[3425],[3516],[3668]
870,[156.72045703],[154.48419287],[9.33293115],[0.01597895],[0.01704422],[34.86820607],[0.14990234],[8480.72509766],[4835.10009766],[3872],[3705],[3450],[3328],[3162],[3428],[3524],[3673]
871,[156.73482275],[154.40278711],[9.33293115],[0.0218379],[0.01704422],[34.87566291],[0.14990234],[8787.72509766],[4681.60009766],[3868],[3707],[3414],[3312],[3147],[3432],[3548],[3680]
872,[156.88805713],[154.44588428],[9.14617676],[0.02769685],[0.02077264],[34.86341238],[0.14990234],[8979.60009766],[4489.72509766],[3847],[3701],[3321],[3282],[3105],[3423],[3558],[3675]
873,[156.79228564],[154.55602148],[9.26589111],[0.01704422],[0.02396843],[34.87566291],[0.14990234],[8979.60009766],[4489.72509766],[3807],[3695],[3285],[3254],[3076],[3419],[3576],[3680]
874,[156.75397705],[154.39799854],[9.22758252],[0.0218379],[0.01597895],[34.89590292],[0.14990234],[8480.72509766],[4336.22509766],[3793],[3693],[3260],[3243],[3059],[3415],[3631],[3685]
875,[156.75876562],[154.46982715],[9.323354],[0.01757685],[0.02503369],[34.8921745],[0.14990234],[9133.10009766],[4336.22509766],[3795],[3687],[3231],[3228],[3050],[3420],[3629],[3685]
876,[156.75876562],[154.6086958],[9.32814258],[0.00745684],[0.02929475],[34.88418502],[0.14990234],[9133.10009766],[4336.22509766],[3798],[3685],[3222],[3222],[3044],[3421],[3636],[3691]
877,[156.69172559],[154.36447852],[9.29462256],[34.90335976],[0.0218379],[34.89483766],[0.14990234],[8902.85009766],[4796.72509766],[3779],[3688],[3222],[3220],[3044],[3420],[3640],[3692]
878,[156.65820557],[154.40757568],[9.33771973],[0.00639158],[0.01438106],[34.89537029],[0.14990234],[8710.97509766],[4489.72509766],[3775],[3680],[3216],[3220],[3032],[3421],[3641],[3693]
879,[156.70609131],[154.57517578],[9.29462256],[0.00639158],[0.01810948],[34.89909871],[0.14990234],[8787.72509766],[4796.72509766],[3773],[3673],[3211],[3216],[3027],[3427],[3642],[3697]
880,[156.81143994],[154.45546143],[9.33293115],[0.00905474],[0.01810948],[34.89856608],[0.14990234],[8787.72509766],[4796.72509766],[3776],[3672],[3208],[3217],[3038],[3420],[3642],[3692]
881,[156.73961133],[154.50813574],[9.26110254],[0.01012],[0.01438106],[34.9022945],[0.14990234],[8634.22509766],[4796.72509766],[3770],[3675],[3212],[3217],[3034],[3423],[3641],[3690]
882,[156.67257129],[154.51292432],[9.27546826],[0.01491369],[0.0234358],[34.9038924],[0.14990234],[8710.97509766],[4297.85009766],[3776],[3681],[3222],[3217],[3037],[3426],[3639],[3695]
883,[156.65820557],[154.54644434],[9.45264551],[0.00905474],[0.01810948],[0.00106526],[0.14990234],[8710.97509766],[4297.85009766],[3772],[3693],[3218],[3228],[3047],[3422],[3627],[3690]
884,[156.70130273],[154.44588428],[9.29462256],[0.00585895],[0.01491369],[34.90069661],[0.14990234],[8864.47509766],[4835.10009766],[3781],[3698],[3214],[3240],[3062],[3431],[3617],[3690]
885,[156.64383984],[154.49377002],[9.25152539],[0.0015979],[0.00905474],[34.90442503],[0.14990234],[8941.22509766],[4336.22509766],[3783],[3692],[3221],[3250],[3066],[3432],[3602],[3684]
886,[156.75876562],[154.46025],[9.2132168],[0.0015979],[0.02556632],[0.00266316],[0.14990234],[8902.85009766],[4681.60009766],[3795],[3696],[3240],[3255],[3089],[3447],[3593],[3681]
887,[156.7827085],[154.4794043],[9.28983398],[0.00213053],[0.0117179],[0.00213053],[0.14990234],[8902.85009766],[4681.60009766],[3795],[3698],[3239],[3264],[3117],[3461],[3549],[3677]
888,[156.7443999],[154.50813574],[9.24194824],[0.00319579],[0.00905474],[34.9038924],[0.14990234],[8864.47509766],[4835.10009766],[3794],[3695],[3257],[3276],[3123],[3460],[3531],[3678]
889,[156.73961133],[154.41236426],[9.24194824],[34.90602292],[0.0117179],[0.00106526],[0.14990234],[9209.85009766],[4643.22509766],[3794],[3697],[3273],[3283],[3143],[3457],[3526],[3676]
890,[156.65341699],[154.56081006],[9.3425083],[0.00266316],[0.01970738],[34.89750082],[0.14990234],[9209.85009766],[4643.22509766],[3805],[3705],[3287],[3304],[3139],[3465],[3512],[3673]
